417; 91.2778838081487
374; 58.16712075778968
436; 38.87631205861326
598; 24.952332394448817
68; 46.212516053111145
94; 37.40937211457573
723; 90.11799720820082
163; 47.700878790811096
355; 6.260529776755086
981; 15.960830391269488
814; 84.45979568344593
323; 74.1254873726354
899; 83.93108437444924
860; 85.28845522943665
526; 31.035620860488834
716; 47.25766092250484
183; 7.435905553321442
70; 73.65388078278863
571; 75.94727512629174
944; 84.17845181975645
904; 25.45690875504878
546; 42.46469635049831
850; 65.16312897061627
652; 50.0493561717616
482; 50.37275926007679
463; 21.9878801093618
580; 55.358272218632386
411; 77.0947738338378
802; 2.0675169747262245
776; 70.24717732646192
598; 73.72257265260976
331; 87.63269606625973
807; 93.91577759457691
719; 20.480358917147857
465; 94.12085797298077
833; 10.153391201355412
620; 79.44031489757593
375; 67.7422269740983
279; 68.83427794334813
40; 19.256751043937538
511; 4.13042056356312
930; 84.59361444479092
688; 70.82280378415737
468; 30.560032051572684
882; 13.33964052444463
698; 23.241033698818867
711; 41.59196165105515
773; 22.99816780597973
603; 90.08531706054043
259; 79.34931903639372
397; 52.07637267333516
830; 86.71589895425575
634; 1.6723343811484215
22; 56.84152480275013
66; 8.409928582199322
93; 34.38910780652369
727; 41.76945600053688
457; 77.5646028447807
738; 28.16607731263605
93; 7.644018865608726
902; 64.97660194222365
915; 42.411874296303154
314; 74.93853384252438
966; 34.536761620770385
568; 28.82033309817791
452; 37.46726253259239
272; 36.496370188416826
821; 86.01945324252205
167; 17.975460036475287
609; 29.522436831762633
625; 22.87938617323093
984; 62.096670249239224
781; 16.493086919779653
301; 47.90482716107532
330; 21.578895912203134
274; 46.05026852940303
257; 84.76733956961606
812; 65.36745754870863
846; 95.44184592533854
28; 67.70025795990567
888; 62.42960323627291
82; 79.69424961014359
160; 30.396551863710684
76; 45.13205317725296
925; 59.54290995582979
105; 42.96750910590282
316; 11.967562119525754
870; 45.55038927441784
221; 74.29044984096184
688; 68.86598073792536
880; 26.4543602952808
912; 47.749437010383424
761; 23.408581959641072
15; 75.08801210346058
497; 81.4099197614542
364; 64.88690002013993
424; 34.191403850555226
320; 41.638273075179676
988; 24.674663821044952
391; 21.52394828543358
768; 95.96350524748783
623; 13.328831136016618
580; 7.890478705228676
446; 83.88748524054033
210; 31.14025902027815
643; 71.91453360272561
122; 2.516968200185199
399; 38.60825917101711
735; 27.718341925558487
53; 98.73444674419045
653; 89.46455834304079
220; 60.30747701737758
475; 87.29850707069541
190; 39.92861267485336
782; 30.300273965209534
268; 20.802677914361656
460; 26.260481432253357
30; 44.04367146481957
223; 3.513369681460421
220; 76.7754061376724
799; 17.896349113180875
23; 35.36994878848462
304; 85.67851606641013
690; 43.820520483953594
400; 55.26174135598551
713; 8.342525067222384
71; 48.84018564838013
898; 74.14950458255338
307; 28.008488296567545
431; 19.90249559731321
219; 73.56727805441481
97; 15.054800059458383
524; 50.99106693926326
375; 32.40328969043479
348; 75.58322507902467
174; 33.703566391157025
632; 22.151960914328917
623; 32.4484038973964
802; 63.542693557420506
400; 59.999393152994564
214; 65.9360742005618
147; 57.38740382185822
656; 79.46808356518832
19; 68.1488813038725
294; 84.79623356719458
411; 85.9394800127794
140; 81.83103828067465
547; 95.15369841650003
324; 73.45375044764428
82; 50.85930466831914
124; 66.70769012011809
298; 72.61225742290408
249; 81.3796931320444
99; 66.44641858091367
79; 54.48022613452995
14; 29.79053456788858
470; 51.06198709068993
477; 12.202916311482781
495; 10.017918803498638
515; 49.67837845834707
838; 30.30552149715876
845; 4.677914833667563
247; 92.15201198512692
784; 25.39281063823634
951; 3.0500682960400094
